word,ipa,phonetic
sunflower, ˈsʌnˌflaʊ ər ,SUHN-flou-er
sung, sʌŋ ,suhng
sunglass," ˈsʌnˌglæs, -ˌglɑs ","SUHN-glas, -glahs"
sunglasses," ˈsʌnˌglæs ɪz, -ˌglɑ sɪz ","SUHN-glas-iz, -glah-siz"
sunk, sʌŋk ,suhngk
sunken, ˈsʌŋ kən ,SUHNG-kuhn
sunless, ˈsʌn lɪs ,SUHN-lis
sunlight, ˈsʌnˌlaɪt ,SUHN-lahyt
sunlit, ˈsʌnˌlɪt ,SUHN-lit
sunni, ˈsʊn i ,SOON-ee
sunny, ˈsʌn i ,SUHN-ee
sunray, ˈsʌnˌreɪ ,SUHN-rey
sunrise, ˈsʌnˌraɪz ,SUHN-rahyz
sunscreen, ˈsʌnˌskrin ,SUHN-skreen
sunset, ˈsʌnˌsɛt ,SUHN-set
sunshine, ˈsʌnˌʃaɪn ,SUHN-shahyn
sunspot, ˈsʌnˌspɒt ,SUHN-spot
sunstroke, ˈsʌnˌstroʊk ,SUHN-strohk
suntan, ˈsʌnˌtæn ,SUHN-tan
suntanned, ˈsʌnˌtænd ,SUHN-tand
sunup, ˈsʌnˌʌp ,SUHN-uhp
sup, sʌp ,suhp
super, ˈsu pər ,SOO-per
superannuated, ˌsu pərˈæn yuˌeɪ tɪd ,soo-per-AN-yoo-ey-tid
superb," sʊˈpɜrb, sə- ","soo-PURB, suh-"
superblock, ˈsu pərˌblɒk ,SOO-per-blok
superbly," sʊˈpɜr bli, sə- ","soo-PUR-blee, suh-"
superbomb, ˈsu pərˌbɒm ,SOO-per-bom
supercharge, ˈsu pərˌtʃɑrdʒ ,SOO-per-chahrj
supercharged, ˈsu pərˌtʃɑrdʒd ,SOO-per-chahrjd
superchurch, ˈsu pərˌtʃɜrtʃ ,SOO-per-church
superciliary, ˌsu pərˈsɪl iˌɛr i ,soo-per-SIL-ee-er-ee
supercilious, ˌsu pərˈsɪl i əs ,soo-per-SIL-ee-uhs
supercluster, ˈsu pərˌklʌs tər ,SOO-per-kluhs-ter
supercollider, ˈsu pər kəˌlaɪ dər ,SOO-per-kuh-lahy-der
supercomputer," ˈsu pər kəmˌpyu tər, ˌsu pər kəmˈpyu tər ","SOO-per-kuhm-pyoo-ter, soo-per-kuhm-PYOO-ter"
superconductivity, ˌsu pərˌkɒn dəkˈtɪv ɪ ti ,soo-per-kon-duhk-TIV-i-tee
supercontinent, ˌsu pərˈkɒn tn ənt ,soo-per-KON-tn-uhnt
supercritical, ˌsu pərˈkrɪt ɪ kəl ,soo-per-KRIT-i-kuhl
superdense, ˈsuːpəˌdɛns ,
supereminent, ˌsu pərˈɛm ə nənt ,soo-per-EM-uh-nuhnt
supererogatory," ˌsu pər əˈrɒg əˌtɔr i, -ˌtoʊr i ","soo-per-uh-ROG-uh-tawr-ee, -tohr-ee"
superficial, ˌsu pərˈfɪʃ əl ,soo-per-FISH-uhl
superficiality, ˌsu pərˌfɪʃ iˈæl ɪ ti ,soo-per-fish-ee-AL-i-tee
superfluid, ˌsu pərˈflu ɪd ,soo-per-FLOO-id
superfluidity, ˌsuːpəfluːˈɪdɪtɪ ,
superfluous, sʊˈpɜr flu əs ,soo-PUR-floo-uhs
superfood, ˈsu pərˌfud ,SOO-per-food
superfund, ˈsu pərˌfʌnd ,SOO-per-fuhnd
supergiant, ˈsu pərˌdʒaɪ ənt ,SOO-per-jahy-uhnt
supergrass, ˈsuːpəˌɡrɑːs ,
supergravity, ˌsu pərˈgræv ɪ ti ,soo-per-GRAV-i-tee
supergroup, ˈsuːpəˌɡruːp ,
superhero, ˈsu pərˌhɪər oʊ ,SOO-per-heer-oh
superhuman," ˌsu pərˈhyu mən, -ˈyu- ","soo-per-HYOO-muhn, -YOO-"
superimposable, ˌsu pər ɪmˈpoʊ zə bəl ,soo-per-im-POH-zuh-buhl
superimpose, ˌsu pər ɪmˈpoʊz ,soo-per-im-POHZ
superimposed, ˌsu pər ɪmˈpoʊzd ,soo-per-im-POHZD
superintelligence, ˌsu pər ɪnˈtɛl ɪ dʒəns ,soo-per-in-TEL-i-juhns
superintend," ˌsu pər ɪnˈtɛnd, ˌsu prɪn- ","soo-per-in-TEND, soo-prin-"
superintendent," ˌsu pər ɪnˈtɛn dənt, ˌsu prɪn- ","soo-per-in-TEN-duhnt, soo-prin-"
superior," səˈpɪər i ər, sʊ- ","suh-PEER-ee-er, soo-"
superiority," səˌpɪər iˈɔr ɪ ti, -ˈɒr-, sʊ- ","suh-peer-ee-AWR-i-tee, -OR-, soo-"
superlative," səˈpɜr lə tɪv, sʊ- ","suh-PUR-luh-tiv, soo-"
supermajority," ˈsu pər məˌdʒɔr ɪ ti, -ˌdʒɒr- ","SOO-per-muh-jawr-i-tee, -jor-"
superman, ˈsu pərˌmæn ,SOO-per-man
supermarket, ˈsu pərˌmɑr kɪt ,SOO-per-mahr-kit
supermassive, ˌsuːpəˈmæsɪv ,
supermax, ˈsuːpəˌmæks ,
supermicro, ˈsu pərˌmaɪ kroʊ ,SOO-per-mahy-kroh
supermodel, ˈsu pərˌmɒd l ,SOO-per-mod-l
supermoon, ˈsu pərˌmun ,SOO-per-moon
supernal, sʊˈpɜr nl ,soo-PUR-nl
supernatural," ˌsu pərˈnætʃ ər əl, -ˈnætʃ rəl ","soo-per-NACH-er-uhl, -NACH-ruhl"
supernaturally," ˌsu pərˈnætʃ ər ə li, -ˈnætʃ rə li ","soo-per-NACH-er-uh-lee, -NACH-ruh-lee"
supernova, ˌsu pərˈnoʊ və ,soo-per-NOH-vuh
superphylum, ˈsu pərˌfaɪ ləm ,SOO-per-fahy-luhm
superposition, ˌsu pər pəˈzɪʃ ən ,soo-per-puh-ZISH-uhn
superpower, ˈsu pərˌpaʊ ər ,SOO-per-pou-er
superpowered, ˈsu pərˌpaʊ ərd ,SOO-per-pau-erd
superrich, ˌsu pərˈrɪtʃ ,soo-per-RICH
supersaturated, ˌsuːpəˈsætʃəˌreɪtɪd ,
supersede, ˌsu pərˈsid ,soo-per-SEED
supersize, ˈsuːpəˌsaɪz ,
supersized, ˈsu pərˌsaɪzd ,SOO-per-sahyzd
supersonic, ˌsu pərˈsɒn ɪk ,soo-per-SON-ik
supersonics, ˌsu pərˈsɒn ɪks ,soo-per-SON-iks
superspreader, ˈsu pərˌsprɛd ər ,SOO-per-spred-er
superspy, ˈsu pərˌspaɪ ,SOO-per-spahy
superstar, ˈsu pərˌstɑr ,SOO-per-stahr
superstardom, ˈsu pərˌstɑr dəm ,SOO-per-stahr-duhm
superstition, ˌsu pərˈstɪʃ ən ,soo-per-STISH-uhn
superstitious, ˌsu pərˈstɪʃ əs ,soo-per-STISH-uhs
superstitiously, ˌsu pərˈstɪʃ əs li ,soo-per-STISH-uhs-lee
superstore," ˈsu pərˌstɔr, ‑ˌstoʊr ","SOO-per-stawr, ‑-stohr"
superstorm, ˈsu pərˌstɔrm ,SOO-per-stawrm
superstructure, ˈsu pərˌstrʌk tʃər ,SOO-per-struhk-cher
supersymmetry, ˈsu pərˈsɪm ɪ tri ,SOO-per-SIM-i-tree
supervise, ˈsu pərˌvaɪz ,SOO-per-vahyz
supervision, ˌsu pərˈvɪʒ ən ,soo-per-VIZH-uhn
supervisor, ˈsu pərˌvaɪ zər ,SOO-per-vahy-zer
supervisory, ˌsu pərˈvaɪ zə ri ,soo-per-VAHY-zuh-ree
superyacht, ˈsu pərˌyɑt ,SOO-per-yaht
supine," suˈpaɪn, ˈsu paɪn ","soo-PAHYN,SOO-pahyn"
supper, ˈsʌp ər ,SUHP-er
suppertime, ˈsʌp ərˌtaɪm ,SUHP-er-tahym
supplant," səˈplænt, -ˈplɑnt ","suh-PLANT, -PLAHNT"
supplanted, səˈplæn tɪd ,suh-PLAN-tid
supple, ˈsʌp əl ,SUHP-uhl
supplement," ˈsʌp lə mənt, ˈsʌp ləˌmɛnt ","SUHP-luh-muhnt,SUHP-luh-ment"
supplemental, ˌsʌp ləˈmɛn tl ,suhp-luh-MEN-tl
supplementary, ˌsʌp ləˈmɛn tə ri ,suhp-luh-MEN-tuh-ree
supplementation," ˌsʌp lə mɛnˈteɪ ʃən, -mən- ","suhp-luh-men-TEY-shuhn, -muhn-"
suppliant, ˈsʌp li ənt ,SUHP-lee-uhnt
supplicant, ˈsʌp lɪ kənt ,SUHP-li-kuhnt
supplicate, ˈsʌp lɪˌkeɪt ,SUHP-li-keyt
supply, səˈplaɪ ,suh-PLAHY
support, səˈpɔrt ,suh-PAWRT
supporter," səˈpɔr tər, -ˈpoʊr- ","suh-PAWR-ter, -POHR-"
supporting, səˈpɔːtɪŋ ,
supportive," səˈpɔr tɪv, -ˈpoʊr- ","suh-PAWR-tiv, -POHR-"
suppose," səˈpoʊz, səˈpoʊst ","suh-POHZ, suh-POHST"
supposed," səˈpoʊzd, -ˈpoʊ zɪd, səˈpoʊst ","suh-POHZD, -POH-zid, suh-POHST"
supposedly, səˈpoʊ zɪd li ,suh-POH-zid-lee
supposing, səˈpoʊ zɪŋ ,suh-POH-zing
supposition, ˌsʌp əˈzɪʃ ən ,suhp-uh-ZISH-uhn
suppository," səˈpɒz ɪˌtɔr i, -ˌtoʊr i ","suh-POZ-i-tawr-ee, -tohr-ee"
suppress, səˈprɛs ,suh-PRES
suppressed, səˈprɛst ,suh-PREST
suppression, səˈprɛʃ ən ,suh-PRESH-uhn
suppressive, səˈprɛsɪv ,
suppressor, səˈprɛsə ,
supramolecular, ˌsu prə məˈlɛk yə lər ,soo-pruh-muh-LEK-yuh-ler
supremacist," səˈprɛm ə sɪst, sʊ- ","suh-PREM-uh-sist, soo-"
supremacy," səˈprɛm ə si, sʊ- ","suh-PREM-uh-see, soo-"
supreme," səˈprim, sʊ- ","suh-PREEM, soo-"
sur, sɜr ,sur
surcease, sɜrˈsis ,sur-SEES
surcharge," ˈsɜrˌtʃɑrdʒ, sɜrˈtʃɑrdʒ, ˈsɜrˌtʃɑrdʒ ","SUR-chahrj, sur-CHAHRJ,SUR-chahrj"
surcoat, ˈsɜrˌkoʊt ,SUR-koht
sure," ʃʊər, ʃɜr ","shoor, shur"
surefire," ˈʃʊərˌfaɪər, ˈʃɜr- ","SHOOR-fahyuhr,SHUR-"
surefooted," ˈʃʊərˈfʊt ɪd, ˈʃɜr- ","SHOOR-FOOT-id,SHUR-"
surely," ˈʃʊər li, ˈʃɜr- ","SHOOR-lee,SHUR-"
surety," ˈʃʊər ɪ ti, ˈʃʊər ti, ˈʃɜr ɪ ti, ˈʃɜr ti ","SHOOR-i-tee,SHOOR-tee,SHUR-i-tee,SHUR-tee"
surf, sɜrf ,surf
surface, ˈsɜr fɪs ,SUR-fis
surfacing, ˈsɜr fə sɪŋ ,SUR-fuh-sing
surfactant, sərˈfæk tənt ,ser-FAK-tuhnt
surfboard," ˈsɜrfˌbɔrd, -ˌboʊrd ","SURF-bawrd, -bohrd"
surfeit, ˈsɜr fɪt ,SUR-fit
surfing, ˈsɜr fɪŋ ,SUR-fing
surge, sɜrdʒ ,surj
surgeon, ˈsɜr dʒən ,SUR-juhn
surgery, ˈsɜr dʒə ri ,SUR-juh-ree
surgical, ˈsɜr dʒɪ kəl ,SUR-ji-kuhl
surgically, ˈsɜr dʒɪk li ,SUR-jik-lee
suribachi, ˌsʊər əˈbɑ tʃi ,soor-uh-BAH-chee
surinam, ˌsʊərɪˈnæm ,
suriname," ˈsʊər əˌnɑm, -ˌnæm, ˌsü riˈnɑ mə ","SOOR-uh-nahm, -nam, sy-ree-NAH-muh"
surly, ˈsɜr li ,SUR-lee
surmise," sərˈmaɪz, sərˈmaɪz, ˈsɜr maɪz ","ser-MAHYZ, ser-MAHYZ,SUR-mahyz"
surmount, sərˈmaʊnt ,ser-MOUNT
surname," ˈsɜrˌneɪm, ˈsɜrˌneɪm, sɜrˈneɪm ","SUR-neym,SUR-neym, sur-NEYM"
surpass," sərˈpæs, -ˈpɑs ","ser-PAS, -PAHS"
surpassing," sərˈpæs ɪŋ, -ˈpɑ sɪŋ ","ser-PAS-ing, -PAH-sing"
surplus," ˈsɜr plʌs, -pləs ","SUR-pluhs, -pluhs"
surprise," sərˈpraɪz, sə- ","ser-PRAHYZ, suh-"
surprising," sərˈpraɪ zɪŋ, sə- ","ser-PRAHY-zing, suh-"
surprisingly," sərˈpraɪ zɪŋ li, sə- ","ser-PRAHY-zing-lee, suh-"
surratt, səˈræt ,suh-RAT
surreal," səˈri əl, -ˈril ","suh-REE-uhl, -REEL"
surrealism, səˈri əˌlɪz əm ,suh-REE-uh-liz-uhm
surrealist, səˈri ə lɪst ,suh-REE-uh-list
surrealistic, səˌri əˈlɪs tɪk ,suh-ree-uh-LIS-tik
surreality, ˌsɜr riˈæl ɪ ti ,sur-ree-AL-i-tee
surreally, sərˈi əl i ,ser-EE-uhl-ee
surrender, səˈrɛn dər ,suh-REN-der
surreptitious, ˌsɜr əpˈtɪʃ əs ,sur-uhp-TISH-uhs
surreptitiously, ˌsɜr əpˈtɪʃ əs li ,sur-uhp-TISH-uhs-lee
surrey," ˈsɜr i, ˈsʌr i ","SUR-ee,SUHR-ee"
surrogacy," ˈsɜr ə gə si, ˈsʌr‑ ","SUR-uh-guh-see,SUHR‑"
surrogate," ˈsɜr əˌgeɪt, -gɪt, ˈsʌr-, ˈsɜr əˌgeɪt, ˈsʌr- ","SUR-uh-geyt, -git,SUHR-,SUR-uh-geyt,SUHR-"
surround, səˈraʊnd ,suh-ROUND
surrounded, səˈraʊn dɪd ,suh-ROUN-did
surrounding, səˈraʊn dɪŋ ,suh-ROUN-ding
surroundings, səˈraʊndɪŋz ,
surtees, ˈsɜr tiz ,SUR-teez
surtitles, ˈsɜːˌtaɪtəlz ,
surtout," sərˈtu, -ˈtut, sürˈtu ","ser-TOO, -TOOT, syr-TOO"
surveil, sərˈveɪl ,ser-VEYL
surveillance," sərˈveɪ ləns, -ˈveɪl yəns ","ser-VEY-luhns, -VEYL-yuhns"
survey," sərˈveɪ, ˈsɜr veɪ, sərˈveɪ ","ser-VEY,SUR-vey, ser-VEY"
surveying, sərˈveɪ ɪŋ ,ser-VEY-ing
surveyor, sərˈveɪ ər ,ser-VEY-er
survivability, sərˈvaɪv əˈbɪl ɪ ti ,ser-VAHYV-uh-BIL-i-tee
survivable, sərˈvaɪ və bəl ,ser-VAHY-vuh-buhl
survival, sərˈvaɪ vəl ,ser-VAHY-vuhl
survivalist, sərˈvaɪ və lɪst ,ser-VAHY-vuh-list
survive, sərˈvaɪv ,ser-VAHYV
survivor, sərˈvaɪ vər ,ser-VAHY-ver
sus, sʌs ,suhs
susan, ˈsu zən ,SOO-zuhn
susanna, suˈzæn ə ,soo-ZAN-uh
susanne, suˈzæn ,soo-ZAN
susceptibility, səˌsɛp təˈbɪl ɪ ti ,suh-sep-tuh-BIL-i-tee
susceptible, səˈsɛp tə bəl ,suh-SEP-tuh-buhl
sushi, ˈsu ʃi ,SOO-shee
susie, ˈsu zi ,SOO-zee
suspect," səˈspɛkt, ˈsʌs pɛkt, ˈsʌs pɛkt, səˈspɛkt ","suh-SPEKT,SUHS-pekt,SUHS-pekt, suh-SPEKT"
suspend, səˈspɛnd ,suh-SPEND
suspended, səˈspɛn dɪd ,suh-SPEN-did
suspense, səˈspɛns ,suh-SPENS
suspension, səˈspɛn ʃən ,suh-SPEN-shuhn
suspicion, səˈspɪʃ ən ,suh-SPISH-uhn
suspicious, səˈspɪʃ əs ,suh-SPISH-uhs
suspiciousness, səˈspɪʃ əs nɪs ,suh-SPISH-uhs-nis
susquehanna, ˌsʌs kwəˈhæn ə ,suhs-kwuh-HAN-uh
suss, sʌs ,suhs
sussex, ˈsʌs ɪks ,SUHS-iks
sustain, səˈsteɪn ,suh-STEYN
sustainability, səˌsteɪ nəˈbɪl ɪ ti ,suh-stey-nuh-BIL-i-tee
sustainable, səˈsteɪ nə bəl ,suh-STEY-nuh-buhl
sustainably, səˈsteɪ nə bli ,suh-STEY-nuh-blee
sustained, səˈsteɪnd ,suh-STEYND
sustenance, ˈsʌs tə nəns ,SUHS-tuh-nuhns
susu, ˈsuˌsu ,SOO-soo
sutherland, ˈsʌð ər lənd ,SUHTH-er-luhnd
sutler, ˈsʌt lər ,SUHT-ler
sutra, ˈsu trə ,SOO-truh
suttee," sʌˈti, ˈsʌt i ","suh-TEE,SUHT-ee"
sutter," ˈsʌt ər, ˈsu tər ","SUHT-er,SOO-ter"
sutton, ˈsʌt n ,SUHT-n
suture, ˈsu tʃər ,SOO-cher
suv, ˈɛs ˈyu ˈvi ,ES--YOO--VEE
suwon, ˈsuˈwʌn ,SOO-WUHN
suya, ˈsu yə ,SOO-yuh
suzanne, suˈzæn ,soo-ZAN
suzerain," ˈsu zə rɪn, -ˌreɪn ","SOO-zuh-rin, -reyn"
svalbard, ˈsvɑl bɑr ,SVAHL-bahr
svelte," svɛlt, sfɛlt ","svelt, sfelt"
svengali," svɛnˈgɑ li, sfɛn- ","sven-GAH-lee, sfen-"
svetlana," svɛtˈlɑ nə, sfɛt-, svyɪˈtlɑ nə ","svet-LAH-nuh, sfet-, svyi-TLAH-nuh"
swab, swɒb ,swob
swabian, ˈsweɪbɪən ,
swaddle, ˈswɒd l ,SWOD-l
swag, swæg ,swag
swagger, ˈswæg ər ,SWAG-er
swaggering, ˈswæg ər ɪŋ ,SWAG-er-ing
swahili, swɑˈhi li ,swah-HEE-lee
swain, sweɪn ,sweyn
swale, sweɪl ,sweyl
swallow, ˈswɒl oʊ ,SWOL-oh
swallowtail, ˈswɒl oʊˌteɪl ,SWOL-oh-teyl
swam, swæm ,swam
swami, ˈswɑ mi ,SWAH-mee
swammerdam, ˈsvɑm ərˌdɑm ,SVAHM-uhr-dahm
swamp, swɒmp ,swomp
swamped, swɒmpt ,swompt
swampy, ˈswɒm pi ,SWOM-pee
swan, swɒn ,swon
swank, swæŋk ,swangk
swanky, ˈswæŋ ki ,SWANG-kee
swansea," ˈswɒn si, -zi ","SWON-see, -zee"
swanson, ˈswɒn sən ,SWON-suhn
swap, swɒp ,swop
sward, swɔrd ,swawrd
swarm, swɔrm ,swawrm
swart, swɔrt ,swawrt
swarthy," ˈswɔr ði, -θi ","SWAWR-thee, -thee"
swashbuckler," ˈswɒʃˌbʌk lər, ˈswɔʃ- ","SWOSH-buhk-ler,SWAWSH-"
swashbuckling," ˈswɒʃˌbʌk lɪŋ, ˈswɔʃ- ","SWOSH-buhk-ling,SWAWSH-"
swastika," ˈswɒs tɪ kə, ˈswæs- ","SWOS-ti-kuh,SWAS-"
swat, swɒt ,swot
swatch, swɒtʃ ,swoch
swath," swɒθ, swɔθ ","swoth, swawth"
swathe," swɒð, sweɪð ","swoth, sweyth"
swats, swæts ,swats
sway, sweɪ ,swey
swayed, sweɪd ,sweyd
swaziland, ˈswɑ ziˌlænd ,SWAH-zee-land
swear, swɛər ,swair
sweat, swɛt ,swet
sweated, ˈswɛt ɪd ,SWET-id
sweater, ˈswɛt ər ,SWET-er
sweatpants, ˈswɛtˌpænts ,SWET-pants
sweatshirt, ˈswɛtˌʃɜrt ,SWET-shurt
sweatshop, ˈswɛtˌʃɒp ,SWET-shop
sweaty, ˈswɛt i ,SWET-ee
swede, swid ,sweed
sweden, ˈswid n ,SWEED-n
swedenborg," ˈswid nˌbɔrg, ˈsveɪd nˌbɔr yə ","SWEED-n-bawrg,SVEYD-n-bawr-yuh"
swedish, ˈswi dɪʃ ,SWEE-dish
sweep, swip ,sweep
sweeper, ˈswi pər ,SWEE-per
sweeping, ˈswi pɪŋ ,SWEE-ping
sweeps, swips ,sweeps
sweepstakes, ˈswipˌsteɪks ,SWEEP-steyks
sweet, swit ,sweet
sweeten, ˈswit n ,SWEET-n
sweetener, ˈswit n ər ,SWEET-n-er
sweetening," ˈswit n ɪŋ, ˈswit nɪŋ ","SWEET-n-ing,SWEET-ning"
sweetheart, ˈswitˌhɑrt ,SWEET-hahrt
sweetie, ˈswi ti ,SWEE-tee
sweeting, ˈswi tɪŋ ,SWEE-ting
sweetish, ˈswi tɪʃ ,SWEE-tish
sweetman, ˈswiːtˌmæn ,
swell, swɛl ,swel
swelling, ˈswɛl ɪŋ ,SWEL-ing
swelter, ˈswɛl tər ,SWEL-ter
sweltering, ˈswɛl tər ɪŋ ,SWEL-ter-ing
swenson, ˈswɛn sən ,SWEN-suhn
swept, swɛpt ,swept
swerve, swɜrv ,swurv
swidden, ˈswɪd n ,SWID-n
swift, swɪft ,swift
swifter, ˈswɪftə ,
swiftie, ˈswɪft i ,SWIFT-ee
swiftly, ˈswɪft li ,SWIFT-lee
swig, swɪg ,swig
swill, swɪl ,swil
swim, swɪm ,swim
swimmer, ˈswɪm ər ,SWIM-er
swimmers, swɪməz ,
swimming, ˈswɪm ɪŋ ,SWIM-ing
swimsuit, ˈswɪmˌsut ,SWIM-soot
swimwear, ˈswɪmˌwɛər ,SWIM-wair
swinburne, ˈswɪn bərn ,SWIN-bern
swindle, ˈswɪn dl ,SWIN-dl
swindled, ˈswɪn dld ,SWIN-dld
swindler, ˈswɪnd lər ,SWIND-ler
swindon, ˈswɪn dən ,SWIN-duhn
swine, swaɪn ,swahyn
swineherd, ˈswaɪnˌhɜrd ,SWAHYN-hurd
swing, swɪŋ ,swing
swinger, ˈswɪŋ ər ,SWING-er
swinging, ˈswɪŋ ɪŋ ,SWING-ing
swingman, ˈswɪŋˌmæn ,SWING-man
swinney, ˈswɪn i ,SWIN-ee
swipe, swaɪp ,swahyp
swipes, swaɪps ,swahyps
swirl, swɜrl ,swurl
swirly, ˈswɜr li ,SWUR-lee
swish, swɪʃ ,swish
swiss, swɪs ,swis
switch, swɪtʃ ,swich
switchback, ˈswɪtʃˌbæk ,SWICH-bak
switchblade, ˈswɪtʃˌbleɪd ,SWICH-bleyd
switchboard," ˈswɪtʃˌbɔrd, -ˌboʊrd ","SWICH-bawrd, -bohrd"
switchyard, ˈswɪtʃˌyɑrd ,SWICH-yahrd
swither, ˈswɪð ər ,SWITH-er
swithin," ˈswɪð ɪn, ˈswɪθ- ","SWITH-in,SWITH-"
switzer, ˈswɪt sər ,SWIT-ser
switzerland, ˈswɪt sər lənd ,SWIT-ser-luhnd
swivel, ˈswɪv əl ,SWIV-uhl
swizzle, ˈswɪz əl ,SWIZ-uhl
swole, swoʊl ,swohl
swollen, ˈswoʊ lən ,SWOH-luhn
swonk, swɒŋk ,swongk
swoon, swun ,swoon
swoop, swup ,swoop
swoosh, swʊʃ ,swoosh
sword," sɔrd, soʊrd ","sawrd, sohrd"
swordfish," ˈsɔrdˌfɪʃ, ˈsoʊrd- ","SAWRD-fish,SOHRD-"
swordsman," ˈsɔrdz mən, ˈsoʊrdz- ","SAWRDZ-muhn,SOHRDZ-"
swore," swɔr, swoʊr ","swawr, swohr"
sworn," swɔrn, swoʊrn ","swawrn, swohrn"
swum, swʌm ,swuhm
swung, swʌŋ ,swuhng
sy, saɪ ,sahy
sybarite, ˈsɪb əˌraɪt ,SIB-uh-rahyt
sybaritic, ˌsɪb əˈrɪt ɪk ,sib-uh-RIT-ik
sybil, ˈsɪb əl ,SIB-uhl
sycamore," ˈsɪk əˌmɔr, -ˌmoʊr ","SIK-uh-mawr, -mohr"
sycophancy," ˈsɪk ə fən si, -ˌfæn-, ˈsaɪ kə- ","SIK-uh-fuhn-see, -fan-,SAHY-kuh-"
sycophant," ˈsɪk ə fənt, -ˌfænt, ˈsaɪ kə- ","SIK-uh-fuhnt, -fant,SAHY-kuh-"
sycophantic, ˌsɪkəˈfæntɪk ,
sydney, ˈsɪd ni ,SID-nee
syllabary, ˈsɪl əˌbɛr i ,SIL-uh-ber-ee
syllabi, ˈsɪl əˌbaɪ ,SIL-uh-bahy
syllable, ˈsɪl ə bəl ,SIL-uh-buhl
syllabus, ˈsɪl ə bəs ,SIL-uh-buhs
syllogism, ˈsɪl əˌdʒɪz əm ,SIL-uh-jiz-uhm
syllogistic, ˌsɪl əˈdʒɪs tɪk ,sil-uh-JIS-tik
sylph, sɪlf ,silf
sylva, ˈsɪl və ,SIL-vuh
sylvan, ˈsɪl vən ,SIL-vuhn
sylvania," sɪlˈveɪ ni ə, -ˈveɪn yə ","sil-VEY-nee-uh, -VEYN-yuh"
sylvanus, sɪlˈveɪ nəs ,sil-VEY-nuhs
sylvester, sɪlˈvɛs tər ,sil-VES-ter
sylvia, ˈsɪl vi ə ,SIL-vee-uh
symbiosis," ˌsɪm biˈoʊ sɪs, -baɪ- ","sim-bee-OH-sis, -bahy-"
symbiotic," ˌsɪm biˈɒt ɪk, -baɪ- ","sim-bee-OT-ik, -bahy-"
symbol, ˈsɪm bəl ,SIM-buhl
symbolic, sɪmˈbɒl ɪk ,sim-BOL-ik
symbolically, sɪmˈbɑl ɪk li ,sim-BAHL-ik-lee
symbolism, ˈsɪm bəˌlɪz əm ,SIM-buh-liz-uhm
symbolist, ˈsɪm bə lɪst ,SIM-buh-list
symbolize, ˈsɪm bəˌlaɪz ,SIM-buh-lahyz
symington, ˈsaɪ mɪŋ tən ,SAHY-ming-tuhn
symmetric, sɪˈmɛtrɪk ,
symmetrical, sɪˈmɛ trɪ kəl ,si-ME-tri-kuhl
symmetry, ˈsɪm ɪ tri ,SIM-i-tree
symons, ˈsaɪ mənz ,SAHY-muhnz
sympathetic, ˌsɪm pəˈθɛt ɪk ,sim-puh-THET-ik
sympathize, ˈsɪm pəˌθaɪz ,SIM-puh-thahyz
sympathizer, ˈsɪm pəˌθaɪ zər ,SIM-puh-thahy-zer
sympathy, ˈsɪm pə θi ,SIM-puh-thee
symphonic, sɪmˈfɒn ɪk ,sim-FON-ik
symphony, ˈsɪm fə ni ,SIM-fuh-nee
symphysis, ˈsɪm fə sɪs ,SIM-fuh-sis
symposium, sɪmˈpoʊ zi əm ,sim-POH-zee-uhm
symptom, ˈsɪmp təm ,SIMP-tuhm
symptomatic, ˌsɪmp təˈmæt ɪk ,simp-tuh-MAT-ik
synaesthesia," ˌsɪn ɪsˈθi ʒə, -ʒi ə, -zi ə ","sin-is-THEE-zhuh, -zhee-uh, -zee-uh"
synagogue," ˈsɪn əˌgɒg, -ˌgɔg ","SIN-uh-gog, -gawg"
synapse," ˈsɪn æps, sɪˈnæps ","SIN-aps, si-NAPS"
synaptic, sɪˈnæptɪk ,
sync, sɪŋk ,singk
synchrocyclotron," ˌsɪŋ kroʊˈsaɪ kləˌtrɒn, -ˈsɪk lə- ","sing-kroh-SAHY-kluh-tron, -SIK-luh-"
synchronic," sɪnˈkrɒn ɪk, sɪŋ- ","sin-KRON-ik, sing-"
synchronicity, ˌsɪŋ krəˈnɪs ɪ ti ,sing-kruh-NIS-i-tee
synchronize, ˈsɪŋ krəˌnaɪz ,SING-kruh-nahyz
synchrony, ˈsɪŋ krə ni ,SING-kruh-nee
synchrotron, ˈsɪŋ krəˌtrɒn ,SING-kruh-tron
syncopated," ˈsɪŋ kəˌpeɪ tɪd, ˈsɪn- ","SING-kuh-pey-tid,SIN-"
syncopation," ˌsɪŋ kəˈpeɪ ʃən, ˌsɪn- ","sing-kuh-PEY-shuhn, sin-"
syncope," ˈsɪŋ kəˌpi, ˈsɪn- ","SING-kuh-pee,SIN-"
syncretic, sɪnˈkrɛt ɪk ,sin-KRET-ik
syncytial," sɪnˈsɪʃ əl, sɪnˈsɪʃ i əl ","sin-SISH-uhl, sin-SISH-ee-uhl"
syndicate," ˈsɪn dɪ kɪt, ˈsɪn dɪˌkeɪt ","SIN-di-kit,SIN-di-keyt"
syndicated, ˈsɪn dɪˌkeɪ tɪd ,SIN-di-key-tid
syndication, ˌsɪn dɪˈkeɪ ʃən ,sin-di-KEY-shuhn
syndrome," ˈsɪn droʊm, -drəm ","SIN-drohm, -druhm"
syne, saɪn ,sahyn
